sp,N,N_geoOK,N_geoKO,rangeMethod,Ncells
Guapira_guianensis,4,4,0,Points-PointsKO-Adjacents,36
Guapira_hassleriana,9,5,4,Points-PointsKO-Adjacents,74
Guapira_hirsuta,675,545,130,Alphahull-PointsKO-Adjacents,14615
Guapira_kanukuensis,5,4,1,Points-PointsKO-Adjacents,43
Guapira_ligustrifolia,0,0,0,NA,0
Guapira_marcano-bertii,4,4,0,Points-PointsKO-Adjacents,36
Guapira_microphylla,27,15,12,Points-PointsKO-Adjacents,232
Guapira_myrtiflora,47,24,23,Alphahull-PointsKO-Adjacents,394
Guapira_neblinensis,4,4,0,Points-PointsKO-Adjacents,36
Guapira_noxia,615,551,64,Alphahull-PointsKO-Adjacents,26997
Guapira_obtusata,283,192,91,Alphahull-PointsKO-Adjacents,7558
Guapira_opposita,2477,2209,268,Alphahull-PointsKO-Adjacents,58950
Guapira_pacurero,66,0,66,Points-PointsKO-Adjacents,503
Guapira_petenensis,49,25,24,Alphahull-PointsKO-Adjacents,865
Guapira_pubescens,15,4,11,Points-PointsKO-Adjacents,135
Guapira_rotundifolia,4,4,0,Points-PointsKO-Adjacents,27
Guapira_rufescens,8,1,7,Points-PointsKO-Adjacents,56
Guapira_rusbyana,4,4,0,Points-PointsKO-Adjacents,33
Guapira_salicifolia,27,10,17,Points-PointsKO-Adjacents,202
Guapira_sancarlosiana,6,0,6,Points-PointsKO-Adjacents,30
Guapira_sipapoana,4,4,0,Points-PointsKO-Adjacents,36
Guapira_suborbiculata,7,2,5,Points-PointsKO-Adjacents,15
Guapira_tomentosa,106,70,36,Alphahull-PointsKO-Adjacents,3815
Guapira_uberrima,9,2,7,Points-PointsKO-Adjacents,70
Guapira_venosa,143,83,60,Alphahull-PointsKO-Adjacents,5887
Guapira_witsbergeri,9,6,3,Points-PointsKO-Adjacents,35
Guarea_aguilarii,9,6,3,Points-PointsKO-Adjacents,24
Guarea_blanchetii,55,36,19,Alphahull-PointsKO-Adjacents,322
Guarea_bullata,246,182,64,Alphahull-PointsKO-Adjacents,2984
Guarea_carapoides,16,5,11,Points-PointsKO-Adjacents,119
Guarea_carinata,166,104,62,Alphahull-PointsKO-Adjacents,14285
Guarea_cartaguenya,44,28,16,Alphahull-PointsKO-Adjacents,388
Guarea_casimiriana,5,5,0,Points-PointsKO-Adjacents,45
Guarea_caulobotryis,24,6,18,Points-PointsKO-Adjacents,176
Guarea_chiricana,106,72,34,Alphahull-PointsKO-Adjacents,878
Guarea_cinnamomea,110,74,36,Alphahull-PointsKO-Adjacents,5987
Guarea_constricta,8,1,7,Points-PointsKO-Adjacents,53
Guarea_convergens,30,11,19,Points-PointsKO-Adjacents,234
Guarea_corrugata,2,2,0,Points-PointsKO-Adjacents,18
Guarea_corticosa,7,3,4,Points-PointsKO-Adjacents,21
Guarea_costata,14,12,2,Points-PointsKO-Adjacents,97
Guarea_crispa,5,5,0,Points-PointsKO-Adjacents,45
Guarea_cristata,50,35,15,Alphahull-PointsKO-Adjacents,955
Guarea_donnell-smithii,14,7,7,Points-PointsKO-Adjacents,83
Guarea_ecuadoriensis,54,33,21,Alphahull-PointsKO-Adjacents,1411
Guarea_eriorhachis,3,3,0,Points-PointsKO-Adjacents,27
Guarea_fissicalyx,60,38,22,Alphahull-PointsKO-Adjacents,1488
Guarea_fistulosa,58,41,17,Alphahull-PointsKO-Adjacents,1846
Guarea_gentryi,31,22,9,Alphahull-PointsKO-Adjacents,114
Guarea_glabra,1862,1641,221,Alphahull-PointsKO-Adjacents,44810
Guarea_gomma,411,334,77,Alphahull-PointsKO-Adjacents,19327
Guarea_guentheri,42,0,42,Points-PointsKO-Adjacents,304
Guarea_guidonia,2939,2661,278,Alphahull-PointsKO-Adjacents,142962
Guarea_hoffmanniana,95,77,18,Alphahull-PointsKO-Adjacents,762
Guarea_humaitensis,53,31,22,Alphahull-PointsKO-Adjacents,882
Guarea_inesiana,4,4,0,Points-PointsKO-Adjacents,36
Guarea_jamaicensis,3,2,1,Points-PointsKO-Adjacents,24
Guarea_juglandiformis,54,1,53,Points-PointsKO-Adjacents,394
Guarea_kunthiana,2732,2540,192,Alphahull-PointsKO-Adjacents,127749
Guarea_lozanii,4,4,0,Points-PointsKO-Adjacents,27
Guarea_luxii,23,14,9,Points-PointsKO-Adjacents,97
Guarea_macrocalyx,12,9,3,Points-PointsKO-Adjacents,54
Guarea_macrophylla,3115,2867,248,Alphahull-PointsKO-Adjacents,135558
Guarea_mexicana,6,0,6,Points-PointsKO-Adjacents,45
Guarea_michel-moddei,7,6,1,Points-PointsKO-Adjacents,55
Guarea_pendula,7,2,5,Points-PointsKO-Adjacents,54
Guarea_persistens,35,23,12,Alphahull-PointsKO-Adjacents,188
Guarea_polymera,18,9,9,Points-PointsKO-Adjacents,117
Guarea_pterorhachis,604,537,67,Alphahull-PointsKO-Adjacents,22335
Guarea_pubescens,865,799,66,Alphahull-PointsKO-Adjacents,67142
Guarea_purusana,257,192,65,Alphahull-PointsKO-Adjacents,22416
Guarea_pyriformis,7,3,4,Points-PointsKO-Adjacents,49
Guarea_rhopalocarpa,168,146,22,Alphahull-PointsKO-Adjacents,816
Guarea_riparia,11,5,6,Points-PointsKO-Adjacents,43
Guarea_scabra,84,33,51,Alphahull-PointsKO-Adjacents,2630
Guarea_silvatica,509,422,87,Alphahull-PointsKO-Adjacents,42841
Guarea_sphenophylla,4,4,0,Points-PointsKO-Adjacents,36
Guarea_sprucei,4,4,0,Points-PointsKO-Adjacents,36
Guarea_subandina,7,2,5,Points-PointsKO-Adjacents,33
Guarea_subsessilifolia,9,4,5,Points-PointsKO-Adjacents,27
Guarea_tafae-malekui,8,5,3,Points-PointsKO-Adjacents,27
Guarea_talamancana,2,2,0,Points-PointsKO-Adjacents,18
Guarea_tonduzii,38,22,16,Alphahull-PointsKO-Adjacents,339
Guarea_trunciflora,91,55,36,Alphahull-PointsKO-Adjacents,1880
Guarea_velutina,41,11,30,Points-PointsKO-Adjacents,308
Guarea_venenata,9,0,9,Points-PointsKO-Adjacents,79
Guarea_zarceroensis,9,3,6,Points-PointsKO-Adjacents,45
Guatteria_aberrans,24,13,11,Points-PointsKO-Adjacents,149
Guatteria_acrantha,4,4,0,Points-PointsKO-Adjacents,27
Guatteria_aeruginosa,146,126,20,Alphahull-PointsKO-Adjacents,619
Guatteria_alata,36,25,11,Alphahull-PointsKO-Adjacents,134
Guatteria_alta,38,24,14,Alphahull-PointsKO-Adjacents,338
Guatteria_allenii,21,14,7,Points-PointsKO-Adjacents,88
Guatteria_alticola,3,3,0,Points-PointsKO-Adjacents,18
Guatteria_amplifolia,703,628,75,Alphahull-PointsKO-Adjacents,4497
Guatteria_anomala,79,67,12,Alphahull-PointsKO-Adjacents,651
Guatteria_anteridifera,3,3,0,Points-PointsKO-Adjacents,27
Guatteria_arenicola,35,17,18,Points-PointsKO-Adjacents,244
Guatteria_argentea,6,2,4,Points-PointsKO-Adjacents,33
Guatteria_atabapensis,17,6,11,Points-PointsKO-Adjacents,120
Guatteria_augusti,1,1,0,Points-PointsKO-Adjacents,9
Guatteria_australis,1329,0,1329,Points-PointsKO-Adjacents,5223
Guatteria_ayangannae,4,4,0,Points-PointsKO-Adjacents,14
Guatteria_blainii,43,24,19,Alphahull-PointsKO-Adjacents,238
Guatteria_blepharophylla,627,514,113,Alphahull-PointsKO-Adjacents,65268
Guatteria_brevipetiolata,6,0,6,Points-PointsKO-Adjacents,43
Guatteria_calliantha,0,0,0,NA,0
Guatteria_campestris,132,110,22,Alphahull-PointsKO-Adjacents,3267
Guatteria_campinensis,7,1,6,Points-PointsKO-Adjacents,59
Guatteria_candolleana,72,43,29,Alphahull-PointsKO-Adjacents,1281
Guatteria_caribaea,29,14,15,Points-PointsKO-Adjacents,109
Guatteria_chasmantha,12,2,10,Points-PointsKO-Adjacents,81
Guatteria_chiriquiensis,56,48,8,Alphahull-PointsKO-Adjacents,128
Guatteria_chrysophylla,9,2,7,Points-PointsKO-Adjacents,81
Guatteria_citriodora,235,140,95,Alphahull-PointsKO-Adjacents,20185
